id_cliente,prob_cancelamento,faixa_risco,sinais_de_risco,receita_anual_estimada,qtd_transacoes_12m,var_qtd_q4_q1,contatos_12m,qtd_produtos,saldo_rotativo
789125733,0.2709,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",294.64,53,0.514,4,4,1402
708968733,0.2696,Moderado,"Queda de uso no trimestre (Q4/Q1 < 0,6); Até 2 produtos; Rotativo zerado",158.52,83,0.537,2,1,0
711402333,0.2585,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Até 2 produtos,173.32,32,1.0,3,2,797
712572858,0.2559,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Até 2 produtos,400.8,45,0.667,3,2,1801
779743908,0.2463,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); Rotativo zerado",23.92,30,0.429,2,4,0
717427983,0.2429,Moderado,3+ contatos com o banco,489.6,64,0.641,4,4,2422
714121083,0.242,Moderado,"Queda de uso no trimestre (Q4/Q1 < 0,6)",374.6,68,0.447,2,5,1508
720770883,0.2377,Moderado,"Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco; Rotativo zerado",44.98,61,0.564,3,5,0
711764733,0.2351,Moderado,3+ contatos com o banco; Rotativo zerado,155.32,81,0.62,3,3,0
716944983,0.235,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",486.22,27,0.5,4,4,2517
710813733,0.2346,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco; Rotativo zerado",30.92,41,0.577,4,5,0
797414733,0.2338,Moderado,3+ contatos com o banco,321.84,61,0.848,4,3,1517
795237183,0.2288,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Rotativo zerado,40.82,32,0.684,4,3,0
715260558,0.2275,Moderado,Rotativo zerado,153.48,80,0.633,2,3,0
780276258,0.2255,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",206.34,37,0.276,3,3,985
713346558,0.2224,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",198.38,28,0.556,4,5,891
818034558,0.2223,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,317.82,40,0.818,3,5,1506
714054408,0.2187,Moderado,3+ contatos com o banco; Até 2 produtos,493.4,79,0.837,3,1,1822
720688158,0.2114,Moderado,3+ contatos com o banco; Rotativo zerado,55.02,68,0.659,4,3,0
814459833,0.2095,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco; Rotativo zerado",60.84,55,0.528,4,5,0
714495258,0.2067,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",121.94,37,0.37,3,4,479
715345833,0.2053,Moderado,Poucas transações (≤ 60),500.44,56,0.75,1,6,2517
715457658,0.2052,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",298.84,48,0.548,4,3,1465
714133158,0.2049,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Até 2 produtos,257.94,31,0.824,3,2,1305
808909008,0.2029,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco; Rotativo zerado",28.96,31,0.292,4,6,0
713039808,0.2023,Moderado,Poucas transações (≤ 60); Rotativo zerado,36.02,48,0.6,1,3,0
720487308,0.2022,Moderado,Poucas transações (≤ 60); Rotativo zerado,83.68,54,1.077,2,3,0
713208033,0.2011,Moderado,Até 2 produtos,398.38,64,0.684,0,2,1360
710194683,0.1982,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,453.06,39,0.857,4,3,2260
712763808,0.1964,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",396.02,36,0.241,3,3,2037
710263608,0.1953,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",190.9,46,0.586,4,4,821
714162033,0.195,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,342.1,49,0.69,3,3,1519
717140733,0.1889,Moderado,3+ contatos com o banco; Até 2 produtos,330.88,85,0.735,3,1,831
716568708,0.1878,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); Rotativo zerado",21.98,27,0.588,2,6,0
720167508,0.1827,Moderado,Até 2 produtos,583.3,74,0.721,1,1,2389
788210583,0.1824,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco; Rotativo zerado",36.86,49,0.581,4,3,0
758076408,0.1819,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Até 2 produtos,320.34,43,1.263,3,2,1603
715462008,0.1815,Moderado,Poucas transações (≤ 60),417.9,49,0.633,2,6,2096
717327783,0.1812,Moderado,Poucas transações (≤ 60),320.88,44,1.0,2,4,1476
718298733,0.1803,Moderado,Rotativo zerado,282.68,85,0.7,2,3,0
779749908,0.1785,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco; Até 2 produtos",397.98,32,0.455,3,2,2061
708382083,0.1768,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); Rotativo zerado",51.68,60,0.5,2,6,0
714166833,0.1767,Moderado,,413.68,77,0.791,2,3,1432
758521983,0.1748,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6)",259.96,40,0.538,2,3,1200
715120608,0.1747,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); Até 2 produtos",332.0,27,0.588,2,2,1703
711743883,0.1742,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Rotativo zerado,24.74,32,0.6,3,5,0
709918158,0.1726,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); Rotativo zerado",40.56,51,0.545,1,5,0
779187783,0.1717,Moderado,Até 2 produtos,495.06,77,0.878,1,2,1813
720949083,0.17,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,523.74,53,0.71,5,5,2517
827108583,0.1695,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",251.1,26,0.368,3,3,1266
717171408,0.1677,Moderado,Poucas transações (≤ 60); Rotativo zerado,40.42,41,0.783,1,6,0
719831958,0.1666,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco; Rotativo zerado,35.86,44,0.833,4,5,0
712615008,0.166,Moderado,"Queda de uso no trimestre (Q4/Q1 < 0,6); Até 2 produtos",229.7,66,0.571,2,1,892
719227233,0.1631,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",169.22,43,0.344,3,3,723
803648508,0.1615,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,169.36,42,0.75,3,4,758
713889933,0.161,Moderado,Poucas transações (≤ 60); Rotativo zerado,30.72,44,0.63,2,4,0
716632758,0.157,Moderado,Poucas transações (≤ 60); Até 2 produtos,451.24,40,0.6,0,2,2363
717382608,0.1564,Moderado,Até 2 produtos,628.66,86,0.654,2,2,2517
816608808,0.1561,Moderado,3+ contatos com o banco; Rotativo zerado,55.46,62,0.676,3,4,0
826723308,0.1539,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6); 3+ contatos com o banco",396.0,21,0.4,4,5,2088
716452908,0.1507,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,300.7,44,0.833,3,4,1421
714566958,0.1504,Moderado,Poucas transações (≤ 60); 3+ contatos com o banco,301.42,40,0.6,5,4,1420
719706483,0.1503,Moderado,"Poucas transações (≤ 60); Queda de uso no trimestre (Q4/Q1 < 0,6)",257.88,46,0.394,2,6,1188
